gvkey,fyear,conm,cik,ein
2194,1990,BEVIS INDUSTRIES INC,11929,05-0342058
2197,1990,BIC CORP,11975,06-0735597
2201,1989,BIG B INC,352720,63-0632551
2202,1989,BIG BEAR STORES,848099,31-0888208
2204,1990,NATIONAL ENERGY GROUP,870756,58-1922764
2205,1990,BIG SKY TRANSPORTATION,313522,81-0387503
2209,1990,HYDROGEN ENERGY CORP,215244,87-0299665
2213,1990,BINDLEY WESTERN INDS,722808,84-0601662
2214,1990,BK ENTERTAINMENT,355142,84-0402207
2215,1990,SAMES CORP,12180,36-0808480
2219,1989,BIO-MEDICUS INC,12204,41-0965628
2220,1990,BIO-RAD LABORATORIES INC,12208,94-1381833
2222,1990,SAVIENT PHARMACEUTICALS INC,722104,13-3033811
2224,1990,BIOCHEM INTERNATIONAL INC,312833,39-1272816
2225,1989,BIOCRAFT LABORATORIES INC,763043,22-1734359
2226,1990,BIOGEN INC-OLD,714655,04-3002117
2230,1989,BIOMET INC,351346,35-1418342
2235,1990,BIOSEARCH MEDICAL PRODS INC,350646,22-2090421
2236,1989,BIOTEL INC,1300128,41-1427114
2237,1990,SPHERIX INC  -OLD,1584361,52-0849320
2239,1990,BIRD CORP,12245,04-3082903
2240,1990,NON INVASIVE MONITOR,720762,59-2007840
2241,1990,BIRDSBORO CORP,12257,23-1512160
2246,1989,BIO-LOGIC SYSTEMS CORP,355007,36-3025678
2249,1990,BIOTECHNICA INTL INC,715374,22-2344703
2250,1989,BIOSYNERGY INC,715812,36-2880990
2251,1990,MICROFLUIDICS INTL CORP,723889,04-2793022
2252,1990,BIRTCHER MEDICAL SYSTEMS,12288,95-0552628
2253,1990,BISHOP INC,12304,77-0171478
2255,1990,BLACK & DECKER CORP,12355,52-0248090
2257,1990,BLACK DOME ENERGY CORP,316704,84-0808397
2258,1989,BROADBAND WIRELESS INTL CORP,12388,75-1441442
2259,1990,BLACK HILLS CORP,1130464,46-0458824
2260,1990,BLACK INDUSTRIES INC,12404,56-0588919
2262,1990,BLACKSTONE VALLEY ELECTRIC,12473,05-0108587
2264,1990,LEXINGTON PRECISION CORP,12570,22-1830121
2265,1990,BLESSINGS CORP,12614,13-5566477
2267,1989,BLOCK DRUG  -CL A,12654,22-1375645
2269,1989,BLOCK H & R INC,12659,44-0607856
2270,1990,VALARIS PLC,314808,98-0635229
2271,1989,BLOUNT INTL INC,1001606,63-0780521
2277,1989,BLUE RIDGE REAL ESTATE CO,12779,24-0854342
2281,1990,BOATMENS BANCSHARES INC,40454,43-0672260
2282,1989,BOB EVANS FARMS,33769,31-4421866
2283,1990,BOBBIE BROOKS INC,14537,34-0662362
2285,1990,BOEING CO,12927,91-0425694
2287,1990,BOGUE ELECTRIC MFG CO,12953,22-1437844
2289,1989,BOHEMIA INC,12960,93-0340071
2290,1990,OFFICEMAX INC,12978,82-0100960
2292,1990,BOKUM RESOURCES CORP,13000,86-0221553
2293,1990,CIRCA PHARMACEUTICALS INC,13006,11-1966265
2294,1990,BBN CORP,13021,04-2164398
2295,1990,BOLT TECHNOLOGY CORP,354655,06-0773922
2299,1990,CARDIODYNAMICS INTL CORP,719722,95-3533362
2302,1989,COMJOYFUL INTERNATIONAL CO,13033,84-0691531
2304,1990,BONRAY DRILLING CORP,351693,73-1086424
2308,1990,BOOLE & BABBAGE INC,734394,94-1651571
2309,1990,BOONTON ELECTRONICS CORP,13191,22-1543137
2312,1990,ROBERT HALF INTL INC,315213,94-1648752
2316,1990,HEXION INC,13239,13-0511250
2322,1990,BURNS INTL SERVICES CORP,817945,13-3408028
2327,1989,BOSTON DIGITAL CORP,13370,04-2375708
2328,1990,NSTAR,1035675,04-3466300
2329,1990,BOSTON GAS CO,13390,04-1103580
2334,1989,BOUTON CORP,64382,06-1348726
2336,1990,BOW VALLEY ENERGY INC,NA,98-0045942
2337,1990,RESOLUTE FOREST PRODUCTS INC,1393066,98-0526415
2338,1990,REXAM PLC,13522,
2340,1990,ENTRPRIZE CORP,13547,95-2368719
2342,1990,BOWL AMERICA INC  -CL A,13573,54-0646173
2343,1990,BOWLES FLUIDICS CORP,13585,52-0741762
2344,1990,BOWLINE CORP,34682,13-1576392
2345,1990,WHITE ELECTRONIC DESIGNS CP,13606,35-0905052
2346,1990,BOWNE & CO INC,13610,13-2618477
2348,1990,BOZZUTOS INC,13682,06-0606469
2351,1990,BRADLEY REAL ESTATE INC,13777,04-6034603
2352,1990,BRADY CORP,746598,39-0178960
2356,1989,RICHEY ELECTRS INC,320591,33-0594451
2357,1990,BRL ENTERPRISES INC,13824,
2359,1990,BRAMALEA INC,NA,
2360,1990,BB&T FINANCIAL CORP,13839,56-1056232
2362,1990,RUST INTERNATIONAL INC,901172,63-1081055
2366,1989,BRANIFF INC,737576,75-1918378
2369,1990,BROOKFIELD ASSET MANAGEMENT,1001085,
2375,1990,BRENCO INC,14029,54-0493835
2376,1990,BRENDA MINES LTD,NA,
2381,1990,BRESLER & REINER INC,14073,52-0903424
2390,1990,BRIDGFORD FOODS CORP,14177,95-1778176
2393,1990,BRIGGS & STRATTON,14195,39-0182330
2396,1989,VINCOR INTL INC,NA,
2397,1990,CONSOLIDATED BRINCO,NA,
2402,1990,MSGI SECURITY SOLUTIONS INC,14280,88-0085608
2403,1990,BRISTOL-MYERS SQUIBB CO,14272,22-0790350
2406,1990,CATALYST PAPER CORP,1144906,
2408,1990,TELUS CORP,868675,
2410,1990,BP PLC,313807,
2411,1989,BT GROUP PLC,756620,
2416,1989,BROCK EXPLORATION CORP,14399,72-0734844
2417,1990,INTEGRA A HOTEL & REST,316740,48-0764252
2422,1990,BRONCO OIL & GAS CO,14474,83-0221188
2424,1990,KEYSPAN ENERGY CORP,1022916,
2433,1990,BNS HOLDING CO,14637,20-1953457
2435,1989,BROWN FORMAN CORP,14693,61-0143150
2436,1989,CALERES INC,14707,43-0197190
2437,1989,BROWN (TOM) INC,14803,95-1949781
2439,1990,BROWNING-FERRIS INDS,14827,74-1673682
2443,1990,BRUNOS INC,14920,63-0411801
2444,1990,BRUNSWICK CORP,14930,36-0848180
2445,1990,BRUNSWICK MINING & SMLT CORP,NA,
2447,1990,JAB INTERNATIONAL INC,715583,88-0180496
2448,1990,MATERION CORP,1104657,34-1919973
2449,1990,BRYAN STEAM CORP,14971,35-0202050
2461,1990,BFX HOSPITALITY GROUP,351220,75-1732794
2464,1990,BUILDERS TRANSPORT INC,726617,58-1186216
2467,1990,WINMILL & CO INC  -CL A,52234,13-1897916
2469,1990,BULOVA CORP,15310,11-1719409
2472,1990,BUNING INTERNATIONAL INC,15340,59-0787605
2482,1990,FORTRAN CORP,15486,56-0506342
2484,1990,BURLINGTON COAT FACTORY INVS,718916,20-4663833
2485,2011,CHINA XUEFENG ENVIRON ENGR,1518487,99-0364975
2489,1990,BURLINGTON INDUSTRIES INC,870213,56-1584586
2490,1990,BURLINGTON NORTHERN SANTA FE,934612,27-1754839
2497,1989,MASTEC INC,15615,65-0829355
2498,1990,BURR-BROWN CORP,715577,86-0445468
2504,1990,UNISYS CORP,746838,38-0387840
2505,1990,BURST AGRITECH INC,314940,42-1141090
2507,1990,EMEX CORP,15678,83-0211955
2508,1990,BUSH INDUSTRIES  -CL A,758604,16-0837346
2514,1990,SEAFIELD CAPITAL CORP,NA,
2515,1990,BUSINESSLAND INC,707542,94-2824359
2518,1990,BUTLER MFG CO,15840,44-0188420
2519,1989,BUTLER NATIONAL CORP,15847,41-0834293
2521,1990,REUNION INDUSTRIES INC,1003429,06-1439715
2525,1989,C & R CLOTHIERS INC,15993,95-2797362
2526,1989,CAE INC,1173382,
2527,1990,CBI INDUSTRIES INC,310431,36-3009343
2529,1990,CBS INC,18366,13-0590730
2533,1990,CC & S SYSTEMS INC,215387,38-2156645
2535,1990,CCX INC,24009,13-5656334
2536,1989,LIVERAMP HOLDINGS INC,733269,83-1269307
2537,1990,C-COR INC,350621,24-0811591
2538,1990,CDI CORP,18396,23-2394430
2540,1990,AIRGUIDE INC,NA,84-0771180
2541,1990,CF & I STEEL CORP,19020,84-0172800
2544,1990,C G S SCIENTIFIC CORP,19047,23-1609673
2547,1990,CIGNA CORP,1739940,82-4991898
2549,1990,CIT GROUP INC-OLD,20388,65-1051227
2553,1990,CMI CORP,21157,73-0519810
2554,1990,CML GROUP,729576,04-2451745
2555,1989,CPI CORP,25354,43-1256674
2556,1990,CSS INDUSTRIES INC,20629,13-1920657
2558,1990,CNA FINANCIAL CORP,21175,36-6169860
2561,1989,CPAC INC,351717,16-0961040
2562,1990,BESTFOODS,NA,36-2385545
2566,1990,CPT HOLDING CORP,25360,41-0972129
2569,1990,CRSS INC,25941,74-1677382
2572,1990,CSM ENVIRONMENTAL SYS  -CL A,NA,11-1877871
2573,1990,CSP INC,356037,04-2441294
2574,1990,CSX CORP,277948,62-1051971
2577,1990,CTS CORP,26058,35-0225010
2578,1989,TELOS CORP/MD,320121,52-0880974
2581,1990,CVD EQUIPMENT CORP,766792,11-2621692
2589,1990,HEALTHTRONICS INC,1018871,58-2210668
2593,1990,CABOT CORP,16040,04-2271897
2595,1990,CACHE INC,350199,59-1588181
2596,1990,CACI INTL INC  -CL A,16058,54-1345888
2597,1990,CADBURY PLC,744473,
2598,1990,CADE INDUSTRIES INC,356211,39-1371038
2602,1990,CADMUS COMMUNICATIONS CORP,745274,54-1274108
2604,1990,CAESARS NEW JERSEY INC,276310,22-2230292
2605,1990,CAESARS WORLD,NA,59-0773674
2606,1989,CAGLE'S INC  -CL A,16104,58-0625713
2612,1990,CALIFORNIA FED BANCORP INC,949058,
2614,1990,MERET INC,714282,31-1054496
2615,1989,CALAMP CORP,730255,95-3647070
2616,1990,SCIOS INC,726512,95-3701481
2618,1990,CALIFORNIA ENGELS MINING CO,16317,94-0357560
2620,1990,MUFG AMERICAS HOLDINGS CORP,1011659,94-1234979
2622,1990,BAY MEADOWS OPER CO,NA,
2625,1990,ADAPTIVE BROADBAND CORP.,16357,94-1668412
2626,2013,KONARED CORP,1527355,99-0366971
2628,1990,CALIFORNIA WATER SERVICE GP,1035201,77-0448994
2630,1990,CALLAHAN MINING CORP,16455,13-0544745
2633,1990,CALMAT CO,23533,95-0645790
2634,1990,CALNETICS CORP,277376,95-2303687
2636,1990,CALPROP CORP,16496,95-4044835
2642,1990,CALVIN EXPLORATION INC,NA,
2644,1990,CAMBEX CORP,16590,04-2442959
2646,1990,AQUILA BIOPHARM INC,704292,04-3307818
2647,1990,CAMBRIDGE ELECTRIC LIGHT CO,16573,04-1144610
2648,1990,CAMBRIDGE MEDICAL TECH CORP,16595,04-2271078
2662,1990,CAMPBELL RESOURCES INC,718053,
2663,1990,CAMPBELL SOUP CO,16732,21-0419870
2665,1989,O & Y PROPERTIES CORP,16754,
2669,1990,LAFARGE CDA INC  -EX PREF,NA,
2674,1990,CANADA MALTING CO LTD,NA,
2675,1989,MAPLE LEAF FOODS INC,1202643,
2677,1990,CANADA SOUTHERN PETROLEUM,16804,98-0085412
2679,1990,CANADA TUNGSTEN MINING CORP,NA,
2694,1989,BAE SYSTEMS CANADA INC,800031,
2696,1990,CANADIAN NATIONAL RAILWAY CO,16868,98-0018609
2697,1990,NEXEN INC,16873,98-6000202
2698,1990,CANADIAN PACIFIC RAILWAY LTD,16875,98-0355078
2703,1990,CANADIAN TIRE CORP  -CL A,NA,
2707,1990,CANAL ELECTRIC CO,16906,04-1733577
2710,1990,CONSTELLATION BRANDS,16918,16-0716709
2711,1990,MADISON GROUP ASSOC INC,16926,65-0469514
2712,1990,CANBRA FOODS LTD,NA,
2717,1990,PATHE COMMUNICATIONS CP,720695,13-2624802
2721,1990,CANON INC,16988,
2729,1990,CAPITAL CITIES/ABC INC,17109,14-1284013
2731,1997,PROVIDIAN FINANCIAL CORP,1035713,94-2933952
2732,1989,CAPITAL INDUSTRIES INC,726593,35-1359190
2733,1990,CAPITAL INVESTMENT OF HAWAII,17221,99-0065664
2735,1990,CAPITAL PROPERTIES INC,202947,05-0386287
2740,1990,BAYPORT RESTAURANT GP,356622,59-1827599
2742,1989,CARA OPERATIONS LTD  -OLD,NA,
2747,1989,CARDIAC RESUSCITATOR CORP,17482,22-2305475
2748,1990,CARDIFF COMMUNICATIONS-OLD,NA,
2751,1989,CARDINAL HEALTH INC,721371,31-0958666
2753,1989,NOVACON CORP,NA,13-3074570
2756,1989,CARDIS CORP,76949,13-3026455
2759,1990,CARE ENTERPRISES,716302,95-3311961
2763,1990,CAREERCOM CORP,5931,22-1763638
2771,1990,CARLISLE COS INC,790051,31-1168055
2777,1989,GUNGNIR RESOURCES INC,1686954,
2781,1990,WORLDWAY CORP,706166,56-1349996
2783,1990,PROGRESS ENERGY INC,1094093,56-2155481
2784,1990,CAROLINA TELEPHONE & TELEG,275177,56-0931189
2785,1990,HEALTHY PLANET PRODUCTS INC,768260,94-2601764
2787,1990,CARPENTER TECHNOLOGY CORP,17843,23-0458500
2788,1990,CARRIAGE INDUSTRIES INC,746650,58-1075027
2791,1990,CARROLS CORP,17927,
2794,1989,CARTER DAY INDS INC,22296,13-1884908
2796,1990,BROADWAY STORES INC,750217,94-0457907
2797,1989,CARTER-WALLACE INC,18000,13-4986583
2800,1990,CARVER CORP/WA,NA,91-1043157
2802,1989,CASCADE CORP,18061,93-0136592
2803,1990,CASCADE NATURAL GAS CORP,18072,91-0599090
2807,1989,CASEYS GENERAL STORES INC,726958,42-0935283
2810,1990,CASSIDYS LTD,NA,
2811,1990,CASTLE (A M) & CO,18172,36-0879160
2812,1990,DOLE FOOD CO INC,18169,99-0035300
2817,1990,CATERPILLAR INC,18230,37-0602744
2818,1989,CATO CORP  -CL A,18255,56-0484485
2820,1990,CAVCO INDUSTRIES INC,278166,56-2405642
2823,1990,CAYMAN RESOURCES CORP,NA,
2826,1990,CELANESE CANADA INC,NA,
2829,1990,R F INDUSTRIES LTD,740664,88-0168936
2831,1990,ADVANCED BATTERY TECH INC,745651,22-2497491
2832,1989,CELLULAR PRODUCTS,718585,16-1183105
2833,1990,INFOPAGE INC,716944,59-2268774
2836,1990,CENCOR INC,18497,43-0914033
2839,1990,CENTEL CORP,18787,48-0498479
2845,1989,CENTEX CORP,18532,75-0778259
2846,1990,CENTOCOR INC,708823,23-2117202
2847,1990,CENTRAL & SOUTH WEST CORP,18540,51-0007707
2849,1990,BBVA COMPASS BANCSHARES INC,1409775,20-8948381
2850,1990,CENTRAL BANKING SYSTEMS INC,NA,94-1662681
2852,1990,CENTRAL NATURAL RES INC,18605,44-0195290
2854,1990,CENTRAL FIDELITY BANKS INC,276235,54-1091649
2855,1990,CENTRAL FREIGHT LINES-OLD,18639,74-0549990
2856,1990,CH ENERGY GROUP INC,1061393,14-1804460
2857,1990,CENTRAL ILLINOIS LIGHT CO,18651,37-0211050
2858,1990,CIPSCO INC,860520,37-1260920
2859,1990,CLECO CORP,1089819,72-1445282
2860,1990,CMP GROUP INC,NA,01-0519429
2861,1990,CENTRAL REALTY INVESTORS INC,786714,59-2571685
2862,1990,AEP TEXAS CENTRAL CO,18734,74-0550600
2865,1990,CENTRAL STEEL & WIRE CO,18783,36-0885660
2866,1990,CENTRAL TELEPHONE CO,18792,47-0533677
2867,1990,CENTRAL TELEPHONE CO OF FL,18793,47-0537144
2868,1990,CENTRAL TELEPHONE CO OF IL,18794,47-0537146
2869,1990,CENTRAL TELEPHONE CO OF VA,18795,47-0537145
2870,1990,CENTRAL VERMONT PUB SERV,18808,03-0111290
2872,1990,EKCO GROUP INC,18827,11-2167167
2883,1990,CENTURY REALTY TRUST,18914,35-1284316
2884,1990,CENTURYLINK INC,18926,72-0651161
2886,1990,KRAMONT REALTY TRUST,1111205,25-6703702
2888,1990,CERADYNE INC,18937,33-0055414
2889,1990,CERBCO INC  -CL A,826821,54-1448835
2891,1990,CERPROBE CORP,725259,86-0312814
2893,1990,CERTAINTEED CORP,18968,23-1309067
2896,1990,CENTURY ENERGY CORP,772192,
2897,1990,CYBRDI INC,19002,95-2461404
2901,1990,CETUS CORP,350383,94-2162416
2902,1990,CEZAR INDUSTRIES LTD,202196,94-1623850
2903,1989,CHAD THERAPEUTICS INC,713492,95-3792700
2905,1989,CHALCO INDUSTRIES INC,19082,95-2383469
2908,1990,TERAFORCE TECHNOLOGY CORP,316672,76-0471342
2909,1990,CHALONE WINE GROUP LTD,742685,94-1696731
2911,1990,UNIFIED GROCERS INC,320431,95-0615250
2916,1989,CHAMPION ENTERPRISES INC,814068,38-2743168
2917,1990,CHAMPION INTERNATIONAL CORP,19150,13-1427390
2918,1990,CHAMPION PARTS INC,19161,36-2088911
2922,1990,CHANCELLOR CORP,724051,04-2626079
2928,1990,CHANTAL PHARMACEUTICAL CORP,721408,22-2276346
2929,1990,CHAPARRAL RESOURCES INC,19252,84-0630863
2930,1990,CODA ENERGY INC,356799,75-1842480
2938,1989,CHARMING SHOPPES INC,19353,23-1721355
2939,1990,SPELLING ENTERTNMT GRP INC,NA,59-0862100
2940,1990,MAGELLAN HEALTH INC,19411,58-1076937
2942,1990,CANTEL MEDICAL CORP,19446,22-1760285
2943,1990,CHASE MANHATTAN CORP  -OLD,19489,13-2633613
2950,1990,CHATTEM INC,19520,62-0156300
2951,1990,DELPHAX TECHNOLOGIES INC,350692,41-1392000
2953,1990,CHECKPOINT SYSTEMS INC,215419,22-1895850
2955,1989,CHEFS INTERNATIONAL INC,201424,22-2058515
2960,1990,CHEMED CORP,19584,31-0791746
2962,1990,CHEMFIX TECHNOLOGIES INC,NA,72-0845259
2963,1990,CHEMI-TROL CHEMICAL CO,215420,34-4439286
2965,1990,CHEMFAB CORPORATION,725813,03-0221503
2967,1990,CHEMICAL LEAMAN CORP,215425,23-2021808
2968,1990,JPMORGAN CHASE & CO,19617,13-2624428
2974,1989,CHEROKEE GROUP INC,729582,95-2848030
2975,1989,CHERRY CORP,19704,36-2977756
2978,1990,VERIZON INC/MD,19722,52-0270070
2979,1990,VERIZON INC/VA,19725,54-0167060
2980,1990,VERIZON WASHINGTON INC/DC,NA,53-0046277
2981,1990,VERIZON INC/WV,NA,55-0142020
2982,1990,CHESAPEAKE CORP,19731,54-0166880
2983,1990,CHESAPEAKE INDUSTRIES INC,19736,52-0795022
2986,1990,CHESAPEAKE UTILITIES CORP,19745,51-0064146
2990,1990,CELSION CORP,749647,52-1256615
2991,1990,CHEVRON CORP,93410,94-0890210
2999,1990,CHICAGO RIVET & MACHINE CO,19871,36-0904920
3002,1990,CHIEF CONSOLIDATED MINING CO,19913,87-0122295
3007,1990,BRINKER INTL INC,703351,75-1914582
3011,1990,CHIRON CORP,706539,94-2754624
3013,1990,CHOCK FULL O NUTS CORP,20041,13-0697025
3015,1990,CHRIS-CRAFT INDS,20067,94-1461226
3016,1990,CHRISTIANA COMPANIES,20104,95-1928079
3022,1990,CHRYSLER CORP,791269,38-2673623
3023,1990,CHRYSLER FINANCIAL CORP,20164,38-0961430
3024,1990,CHUBB CORP,20171,13-2595722
3026,1990,CHURCH & DWIGHT INC,313927,13-4996950
3027,1989,CHURCH LOANS & INVTS TRUST,20199,75-6030254
3028,1989,CHURCHILL DOWNS INC,20212,61-0156015
3031,1990,CHYRONHEGO CORP,20232,11-2117385
3032,1990,CIBOLA ENERGY CORP,351986,85-0259795
3033,1990,CILCORP INC,762129,37-1169387
3036,1990,CINCINNATI BELL INC,716133,31-1056105
3039,1990,DUKE ENERGY OHIO INC,20290,31-0240030
3040,1990,CINCINNATI MICROWAVE INC,729583,31-0903863
3041,1990,MILACRON INC,716823,31-1062125
3042,1990,CINCINNATI UNION GROUP,20305,31-0241740
3048,1990,CIPRICO INC,720145,41-1749708
3049,1990,CIRCADIAN INC,738014,94-2619163
3050,1990,CIRCLE FINE ART CORP,20356,36-2855867
3051,1989,CIRCLE K CORP,936287,86-0405752
3053,1990,CIRCON CORP,719727,95-3079904
3054,1989,CIRCUIT CITY STORES INC,104599,54-0493875
3055,1990,CIRCUIT RESEARCH LABS INC,725897,86-0344671
3057,1990,CIRO INC,726602,13-3160682
3058,1990,CITADEL HOLDING CORP  -OLD,NA,
3062,1989,CINTAS CORP,723254,31-1188630
3063,1989,MANDALAY RESORT GROUP,725549,88-0121916
3066,1990,CITICORP,20405,06-1515595
3068,1989,CITINATIONAL DEVELOPMENT TR,20423,95-2640413
3071,1990,CITIZENS REPUBLIC BANCORP,351077,38-2378932
3075,1990,CITIZENS FST BANCORP INC/NJ,702163,22-2395812
3076,1989,CITIZENS GROWTH PROPERTIES,20467,34-6657337
3078,1990,CITIZENS COMMUN  -SER B OLD,NA,
3082,1990,CITY NATIONAL CORP,201461,95-2568550
3083,1990,CITYTRUST BANCORP INC,23413,06-0861747
3087,1989,CLAIRES STORES INC,34115,59-0940416
3091,1990,CLARK EQUIPMENT CO,NA,38-0425350
3093,1990,CLARCOR INC,20740,36-0922490
3099,1990,CLARY CORP,20819,95-0630196
3103,1990,CLAYTON HOMES INC,719547,62-1671360
3104,1990,CLAYTON SILVER MINES,20871,82-0108640
3105,1990,IHEARTMEDIA INC,1400891,26-0241222
3107,1990,CLEVELAND-CLIFFS INC,764065,34-1464672
3108,1990,CENTERIOR ENERGY CORP,774197,34-1479083
3111,1990,CLEVETRUST REALTY INVESTORS,20975,34-1085584
3114,1990,NTELOS INC,829676,54-1443350
3116,1989,CLINICAL DATA INC,716646,04-2573920
3121,1990,CLOROX CO/DE,21076,31-0595760
3122,1989,CLOTHESTIME INC,727739,33-0469138
3124,1990,CLUB MED INC,749877,
3126,1990,ALL AMERICAN GROUP INC,21212,35-1101097
3129,1990,COAST DISTRIBUTION SYSTEMS,728303,94-2490990
3130,1990,EL PASO CGP CO,21267,74-1734212
3132,1990,COASTLAND CORP OF FLORIDA,310285,58-1083982
3134,1990,FAMILY ROOM ENTMT CORP,49444,85-0206160
3138,1990,COCA COLA CONSOLIDATED INC,317540,56-0950585
3144,1990,COCA-COLA CO,21344,58-0628465
3148,1990,CODENOLL TECHNOLOGY CORP,318379,13-3017601
3153,1990,COEUR MINING INC,215466,82-0109423
3156,1990,THINKENGINE NETWORKS INC,21438,20-8058881
3157,1990,COHERENT INC,21510,94-1622541
3158,1990,COHU INC,21535,95-1934119
3164,1989,COLE NATIONAL CORP,769644,34-1453189
3165,1990,RANGER INDUSTRIES INC,21610,06-0768904
3169,2009,ONCOMED PHARMACEUTICALS,1302573,38-3572512
3170,1990,COLGATE-PALMOLIVE CO,21665,13-1815595
3171,1990,OSCIENT PHARMACEUTICALS CORP,356830,04-2297484
3172,1990,COLLAGEN AESTHETIC INC,21686,94-2300486
3177,1989,COLLINS FOODS INTERNATIONAL,350929,95-2552087
3178,1990,COLLINS INDUSTRIES INC,21759,43-0985160
3184,1990,CCOM GROUP INC,21828,11-2037182
3185,1990,COLONIAL GAS CO,60653,04-1558100
3186,1990,COLONIAL COS INC  -CL B,NA,57-0895642
3194,1990,COLOR TILE INC,276780,75-1606185
3198,1990,COLORADO INTERSTATE GAS CO,200155,84-0173305
3199,1990,COLORADO NATL BANKSHARES,21956,84-0580543
3200,1990,COLTEC INDUSTRIES,201493,13-1846375
3203,1990,CHASE CORP,830524,11-1797126
3206,1990,COLUMBIA ENERGY GROUP,22099,13-1594808
3210,1990,COLUMBUS SOUTHERN POWER CORP,22198,31-4154203
3212,1990,COM SYSTEMS INC,355374,95-2946330
3213,1990,POWERHOUSE RESOURCES INC,732700,84-0832977
3216,1989,COMAIR HOLDINGS INC,835344,31-1243613
3218,1989,COMARCO INC,22252,95-2088894
3220,1989,MARKETING CONCEPTS INTERNATI,1096936,91-1923501
3221,1990,AON PLC,315293,98-1030901
3226,1990,COMCAST CORP,1166691,27-0000798
3227,1989,ADVANTAGE COS INC/DE,718451,48-1156618
3228,1990,COMDATA HOLDINGS CORP,814246,13-3396750
3229,1990,COMDIAL CORP,230131,94-2443673
3230,1990,COMDISCO HOLDING CO INC,1179484,54-2066534
3231,1990,COMERICA INC,28412,38-1998421
3233,1989,COMFED BANCORP INC,825393,04-2985738
3234,1990,FOX TECHNOLOGY INC,721776,31-1071055
3235,1990,COMINCO LTD,22337,
3238,1990,COMMERCE BANCSHARES INC,22356,43-0889454
3239,1990,CCH INC  -CL A,22366,36-0936850
3240,1989,COMMERCE GROUP CORP,109757,39-6050862
3243,1990,CITIGROUP INC,831001,52-1568099
3244,1990,COMMERCIAL DECAL INC,22412,13-1725195
3245,1989,COMMERCIAL INTERNATIONAL CP,22428,95-2574231
3246,1990,COMMERCIAL METALS,22444,75-0725338
3248,1990,COMMERCIAL INTERTECH,22470,34-0159880
3253,1990,COMMODORE INTL LTD,201502,
3255,1990,UNICOM CORP,918040,36-3961038
3256,1990,COMMONWEALTH ELECTRIC CO,71222,04-1659070
3257,1990,COMMONWEALTH ENERGY SYSTEM,71304,04-1662010
3259,1990,COMMONWEALTH GAS CO,22620,04-1989250
3265,1990,COMMONWLTH TELE ENTER,310433,23-2093008
3270,1989,CTI GROUP HOLDINGS INC,355627,51-0308583
3273,1990,COMSAT CORP  -SER 1,22698,52-0781863
3275,1990,COMMUNICATIONS SYSTEMS INC,22701,41-0957999
3276,1990,TRANSITIONAL HOSPITALS CP,22764,94-1599386
3277,1989,GROUP 1 SOFTWARE INC,23055,52-0852578
3278,1989,AVIS BUDGET GROUP INC,723612,06-0918165
3279,1990,COMP-U-CHECK INC,22788,38-1858387
3281,1990,ANDREWS GROUP INC,277025,95-2683875
3282,1990,COMPAQ COMPUTER CORP,714154,76-0011617
3288,1989,COMPREHENSIVE CARE CORP,22872,95-2594724
3289,1990,COMPRESSION LABS,319085,94-2390960
3291,1989,COMPTEK RESEARCH INC,720031,16-0959023
3297,1990,COMPUDYNE CORP,22912,23-1408659
3304,1990,COMPUTER COMMUNICATIONS INC,NA,95-2424213
3306,1990,COMPUTER AUTOMATION INC,22962,95-2498419
3308,1990,COMPUTER FACTORY INC,351360,13-2913311
3310,1989,CA INC,356028,13-2857434
3311,1990,PURE WORLD INC,356446,95-3419191
3315,1990,COMPUTER DATA SYSTEMS INC,22989,52-0882982
3317,1990,COMPUTER DEVICES INC  -CL B,311507,04-2446436
3325,1990,COMPUTER LANGUAGE RESEARCH,716903,75-1297386
3327,1990,COMPUTER MERCHANTS INC,23046,13-2513074
3333,1990,ARTESYN TECHNOLOGIES INC,23071,59-1205269
3334,1990,COMPUTER RESEARCH INC,201511,25-1201499
3335,1990,OPUS COMPUTER PRODUCTS INC,23080,34-1017074
3336,1989,DXC TECHNOLOGY CO,1688568,61-1800317
3338,1990,COMPUTER SPECIALTIES CORP,23100,22-1847917
3342,1990,COMPUTER TASK GROUP INC,23111,16-0912632
3343,1989,CTC COMMUNICATIONS GROUP INC,1092319,04-3469590
3345,1990,MPEL HOLDINGS CORP,1048644,22-1842747
3349,1990,TOUR CFG INC,730626,22-2473403
3351,1989,ELECTROGRAPH SYSTEMS INC,722641,11-2632856
3354,1989,COMPUTRAC INC,720507,75-1540265
3358,1990,COMTECH TELECOMMUN,23197,11-2139466
3362,1989,CONAGRA BRANDS INC,23217,47-0248710
3363,2010,UMAX GROUP CORP,1517709,99-0364796
3365,1990,COMPUTER HORIZONS CORP,23019,13-2638902
3366,1990,COMSHARE INC,201513,38-1804887
3367,1990,COMTEX NEWS NETWORK INC,352988,13-3055012
3368,1990,COMPUTER IDENTICS CORP,23023,04-2443539
