,ABS ASSET CLASS:            ,BUSINESS PHONE,CENTRAL INDEX KEY,CITY,COMPANY CONFORMED NAME,CONFORMED PERIOD OF REPORT,DATE AS OF CHANGE,DATE OF NAME CHANGE,FILED AS OF DATE,FILM NUMBER,FISCAL YEAR END,FORM TYPE,FORMER CONFORMED NAME,IRS NUMBER,SEC ACT,SEC FILE NUMBER,STANDARD INDUSTRIAL CLASSIFICATION,STATE,STATE OF INCORPORATION,STREET 1,STREET 2,ZIP
1576916,,630-887-5451,0001576916,BURR RIDGE,CNH Equipment Trust 2013-B,,,,,17722007,1231,10-K,,466774978,1934 Act,333-185337-02,ASSET-BACKED SECURITIES [6189],IL,DE,6900 VETERANS BOULEVARD,,60527
1576940,,303.770.8300,0001576940,GREENWOOD VILLAGE,"Century Communities, Inc.",,,,,19592898,1231,10-K,,680521411,1934 Act,001-36491,OPERATIVE BUILDERS [1531],CO,DE,"8390 E. CRESCENT PKWY., SUITE 650",,80111
1576942,,415-882-7765,0001576942,SAN FRANCISCO,"Stitch Fix, Inc.",,,,,191132386,0803,10-K,,275026540,1934 Act,001-38291,RETAIL-CATALOG & MAIL-ORDER HOUSES [5961],CA,DE,1 MONTGOMERY STREET,SUITE 1500,94104
1577095,,972-406-4112,0001577095,DALLAS,"ClubCorp Holdings, Inc.",,,,,17782513,1231,10-K/A,,205818205,1934 Act,001-36074,SERVICES-MEMBERSHIP SPORTS & RECREATION CLUBS [7997],TX,NV,"3030 LBJ FREEWAY, SUITE 500",,75234
1577134,,212-753-5100,0001577134,NEW YORK,,,,,,19625584,1231,10-KT,,000000000,1934 Act,814-01136,,NY,MD,805 THIRD AVENUE,8TH FLOOR,10022
1577189,,409-965-3761,0001577189,ATLANTA,"FLASR, Inc.",,,20130516,,15959249,1231,10-K,Language Arts Corp.,462681687,1934 Act,000-55270,"PLASTICS PRODUCTS, NEC [3089]",GA,NV,1075 PEACHTREE STREET NE,SUITE 3650,30309
1577190,,9544292200,0001577190,DEERFIELD BEACH,World Omni Auto Receivables Trust 2013-A,,,,,161529115,1231,10-K,,,1934 Act,333-183014-02,ASSET-BACKED SECURITIES [6189],FL,DE,190 NW 12TH AVENUE,,33442
1577230,,(858) 677-0900,0001577230,SAN DIEGO,"Retail Opportunity Investments Partnership, LP",,,20070724,,19617702,1231,10-K,NRDC Acquisition Corp.,271532741,1934 Act,333-189057-01,REAL ESTATE INVESTMENT TRUSTS [6798],CA,DE,11250 EL CAMINO REAL,SUITE 200,92130
1577310,,415-389-7373,0001577310,MILL VALLEY,Sequoia Mortgage Trust 2013-8,,,,,19720205,,10-K,,000000000,1934 Act,333-185882-04,ASSET-BACKED SECURITIES [6189],CA,,"ONE BELVEDERE PLACE,",SUITE 300,94941
1577311,,212-761-4000,0001577311,NEW YORK,Morgan Stanley Bank of America Merrill Lynch Trust 2013-C10,,,,,19715689,,10-K,,,1934 Act,333-180779-04,ASSET-BACKED SECURITIES [6189],NY,DE,1585 BROADWAY,,10036
1577368,,877-787-3282,0001561164,OVERLAND PARK,"QualityTech, LP",,,,,19629468,1231,10-K,,270707288,1934 Act,333-201810,REAL ESTATE INVESTMENT TRUSTS [6798],KS,DE,12851 FOSTER STREET,,66213
1577416,,907-539-2222,0001577416,KODIAC,Emerald Isle Explorations Ltd.,,,,,14999765,0430,10-K,,900961033,1934 Act,333-189630,METAL MINING [1000],AK,NV,1218 PURTOV STREET,,99615
1577445,,480-659-6404,0001577445,SCOTTSDALE,Intellisense Solutions Inc.,,,,,19947154,,10-K,,000000000,1934 Act,333-188920,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC. [7370]",AZ,,"14201 N. HAYDEN ROAD, SUITE A-1",,85260
1577459,,(614) 716-1000,0001577459,COLUMBUS,OHIO PHASE-IN-RECOVERY FUNDING LLC,,,,,19718122,1231,10-K,,134922640,1934 Act,333-188745-01,ASSET-BACKED SECURITIES [6189],OH,DE,1 RIVERSIDE PLAZA,,43215
1577545,,2126483063,0001577545,NEW YORK,JPMBB Commercial Mortgage Securities Trust 2013-C12,,,,,19697085,1231,10-K,,,1934 Act,333-165147-08,ASSET-BACKED SECURITIES [6189],NY,DE,60 WALL STREET,TWO INTERNATIONAL PLACE 5TH FLOOR,10260-0066
1577603,,856-461-0611,0001577603,DELANCO,"Delanco Bancorp, Inc.",,,,,17937374,0331,10-K,,000000000,1934 Act,000-55087,"SAVINGS INSTITUTION, FEDERALLY CHARTERED [6035]",NJ,NJ,615 BURLINGTON AVENUE,,08075
1577670,,212-715-3170,0001577670,NEW YORK,Ladder Capital Corp,,,,,19643706,1231,10-K,,800925494,1934 Act,001-36299,REAL ESTATE INVESTMENT TRUSTS [6798],NY,DE,345 PARK AVENUE,,10154
1577791,,213-830-6300,0001577791,LOS ANGELES,Oaktree Strategic Income Corp,,,20130524,,181244421,0930,10-K/A,Fifth Street Senior Floating Rate Corp.,000000000,1934 Act,814-01013,,CA,DE,333 SOUTH GRAND AVENUE,28TH FLOOR,90071
1577882,,809-223-2353,0001577882,"SAN FELIPE, PUERTO PLATA",Vortex Blockchain Technologies Inc.,,,20130524,,18954622,0331,10-K,UA Granite Corp,000000000,1934 Act,333-189414,CUT STONE & STONE PRODUCTS [3281],G8,NV,31C PRINCIPAL TORRE ALTA,,EH009E3
1577898,,404-589-8000,0001577898,ATLANTA,"Green Parts International, Inc.",,,,,161570821,1231,10-K,,205535892,1934 Act,000-54971,WHOLESALE-MOTOR VEHICLES & MOTOR VEHICLE PARTS & SUPPLIES [5010],GA,NV,844 REGINA DR.,,30318
1577916,,704-357-0022,0001577916,CHARLOTTE,"Premier, Inc.",,,,,191047096,,10-K,,000000000,1934 Act,001-36092,SERVICES-MANAGEMENT SERVICES [8741],NC,,13034 BALLANTYNE CORPORATE PLACE,,28277
1577943,,313-656-5500,0001477336,DETROIT,Ally Auto Assets LLC,,,,,15734315,1231,10-K,,270789648,1934 Act,333-163392,ASSET-BACKED SECURITIES [6189],MI,DE,200 RENAISSANCE CENTER,,48265
1577966,,443-285-5400,0001577966,COLUMBIA,"Corporate Office Properties, L.P.",,,19600201,,19623009,1231,10-K,ROYALE REIT INC,232930022,1934 Act,333-189188,REAL ESTATE INVESTMENT TRUSTS [6798],MD,DE,6711 COLUMBIA GATEWAY DRIVE,SUITE 300,21046
1578086,,(877) 855-7243,0001578086,MIAMISBURG,NewPage Holdings Inc.,,,,,14707215,1231,10-K/A,,461505118,1934 Act,000-54963,PAPER MILLS [2621],OH,DE,8540 GANDER CREEK DRIVE,,45342
1578131,,949-732-2697,0001260125,IRVINE,HYUNDAI ABS FUNDING LLC,,,20030815,,17706863,1231,10-K,HYUNDAI ABS FUNDING CORP,330978455,1934 Act,333-108087,ASSET-BACKED SECURITIES [6189],CA,DE,3161 MICHELSON DRIVE,SUITE 1900,92612
1578305,,809-970-2353,0001578305,MUNICIPIO MONSENOR NOVEL,"Mineria Y Exploraciones Olympia, Inc.",,,,,151065071,0531,10-K,,000000000,1934 Act,000-55118,GOLD & SILVER ORES [1040],G8,NV,"CALLE SAN PABLO, NO. 8",BUENOS AIRES,809
1578318,,(303) 495-1200,0001578318,GREENWOOD VILLAGE,"Envision Healthcare Holdings, Inc.",,,,,161469338,1231,10-K,,450832318,1934 Act,001-36048,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC [8062]",CO,DE,"6200 S. SYRACUSE WAY, SUITE 200",,80111
1578327,,702-334-4424,0001578327,LAS VEGAS,APEX 9 INC.,,,,,15733613,1231,10-K,,462823100,1934 Act,000-54966,BLANK CHECKS [6770],NV,DE,2251 NORTH RAMPART BLVD. #182,,89128
1578328,,(702) 334-4424,0001578328,LAS VEGAS,APEX 10 INC.,,,,,15734072,1231,10-K,,462525884,1934 Act,000-54965,BLANK CHECKS [6770],NV,DE,"2251 NORTH RAMPART BLVD, #182",,89128
1578329,,415-713-6957,0001578329,SAN FRANCISCO,APEX 11 INC.,,,,,15733640,1231,10-K,,462845657,1934 Act,000-54964,BLANK CHECKS [6770],CA,DE,460 BRANNAN STREET SUITE 78064,,94107
1578348,,212-388-5813,0001578348,NEW YORK,"Investcorp Credit Management BDC, Inc.",,,20130531,,191092656,0630,10-K,CM Finance Inc,462883380,1934 Act,814-01054,,NY,MD,65 EAST 55TH STREET,15TH FLOOR,10022
1578422,,2129021000,0001578422,NEW YORK,GS Mortgage Securities Trust 2013-GC13,,,,,19707557,1231,10-K,,,1934 Act,333-171508-07,ASSET-BACKED SECURITIES [6189],NY,DE,85 BROAD ST,,10004
1578423,,2036252756,0001578423,GREENWICH,WFRBS Commercial Mortgage Trust 2013-C15,,,,,19702043,,10-K,,,1934 Act,333-177891-05,ASSET-BACKED SECURITIES [6189],CT,,600 STEAMBOAT RD,,06830
1578443,,800-736-3402,0001573279,AKRON,TE Funding LLC,,,,,19715568,1231,10-K,,461367453,1934 Act,333-187692-04,ASSET-BACKED SECURITIES [6189],OH,DE,76 SOUTH MAIN STREET,C/O FIRSTENERGY CORP.,44308
1578505,,608-282-6000,0001578505,MADISON,"Home Bancorp Wisconsin, Inc.",,,,,162072390,0930,10-K,,000000000,1934 Act,000-55183,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED [6036]",WI,MD,3762 EAST WASHINGTON AVENUE,,53704
1578523,,518-638-8192,0001578523,BLAINE,"Image International Group, Inc.",,,20130604,,17964404,0331,10-K,Owlhead Minerals Corp.,203204968,1934 Act,333-189359,GOLD & SILVER ORES [1040],NY,NV,250 H STREET #123,,98230
1578533,,6179517690,0001578533,BOSTON,COMM 2013-CCRE9 Mortgage Trust,,,,,19705287,1231,10-K,,,1934 Act,333-184376-05,ASSET-BACKED SECURITIES [6189],MA,DE,ONE INTERNATIONAL PLACE,ROOM 608,02110
1578620,,212-922-8240,0001578620,NEW YORK,Alcentra Capital Corp,,,20130605,,19782718,1231,10-K/A,Alcentra Capital Corp.,000000000,1934 Act,814-01064,,NY,MD,200 PARK AVENUE,7TH FLOOR,10166
1578685,,713-821-2000,0001578685,HOUSTON,"Midcoast Energy Partners, L.P.",,,,,17618723,1231,10-K,,611714064,1934 Act,001-36175,NATURAL GAS TRANSMISSION & DISTRIBUTION [4923],TX,DE,1100 LOUISIANA STREET,SUITE 3300,77002
1578731,,(877) 482-9585,0001578731,ST. LOUIS,HashingSpace Corp,,,20130606,,151085398,0531,10-K,"MILESTONE INTERNATIONAL, CORP.",300780061,1934 Act,000-55472,"SERVICES-SERVICES, NEC [8900]",MO,NV,"5700 OAKLAND AVENUE, #200",,63110
1578732,,818-212-2250,0001578732,CALABASAS,"Marcus & Millichap, Inc.",,,,,19646599,1231,10-K,,000000000,1934 Act,001-36155,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS) [6531],CA,DE,23975 PARK SORRENTO,SUITE 400,91302
1578735,,212-380-9500,0001578735,NEW YORK,National General Holdings Corp.,,,,,19630174,1231,10-K,,271046208,1934 Act,001-36311,"FIRE, MARINE & CASUALTY INSURANCE [6331]",NY,DE,"59 MAIDEN LANE, 38TH FLOOR",,10038
1578776,,215-755-1500,0001578776,PHILADELPHIA,"PRUDENTIAL BANCORP, INC.",,,,,181235397,0930,10-K,,000000000,1934 Act,000-55084,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED [6036]",PA,PA,1834 W. OREGON AVENUE,,19145
1578821,,702-932-4914,0001578821,LAS VEGAS,Americredit Automobile Receivables Trust 2013-3,,,,,17700794,,10-K,,,1934 Act,333-170231-12,ASSET-BACKED SECURITIES [6189],NV,,"2265B RENAISSANCE DRIVE, SUITE 17",,89119
1578845,,(441) 295-2244,0001620602,HAMILTON,Warner Chilcott Ltd,,,20130607,,19612093,1231,10-K,Actavis Ltd,980496358,1934 Act,001-36887,PHARMACEUTICAL PREPARATIONS [2834],D0,D0,CANNON'S COURT 22,VICTORIA STREET,HM 12
1578918,,(703) 364-7325,0001182534,HERNDON,"VOLKSWAGEN AUTO LEASE/LOAN UNDERWRITTEN FUNDING, LLC",,,20020823,,15734664,,10-K,VOLKSWAGEN AUTO LEASE UNDERWRITTEN FUNDING LLC,113650483,1934 Act,333-99199,ASSET-BACKED SECURITIES [6189],VA,DE,2200 FERDINAND PORSCHE DR.,,20171
1578932,,409-723-1900,0001578932,NEDERLAND,OCI Partners LP,,,,,18664339,1231,10-K,,900936556,1934 Act,001-36098,CHEMICALS & ALLIED PRODUCTS [2800],TX,DE,P. O. BOX 1647,,77627
1579010,,(646) 844-9897,0001579010,NEW YORK,"Life On Earth, Inc.",,,20130611,,191105368,0531,10-K,"HISPANICA INTERNATIONAL DELIGHTS OF AMERICA, INC.",462552550,1934 Act,000-55464,BEVERAGES [2080],NY,DE,575 LEXINGTON AVENUE,4TH FLOOR,10022
1579068,,6157251121,0001579068,FRANKLIN,Nissan Auto Receivables 2013-B Owner Trust,,,,,17934702,0331,10-K,,,1934 Act,333-183569-02,ASSET-BACKED SECURITIES [6189],TN,DE,"ONE NISSAN WAY, ROOM 5-124",,37067
1579157,,212-515-2600,0001579157,NEW YORK,VINCE HOLDING CORP.,,,20130612,,19746909,0202,10-K,Kellwood Holding Corp.,753264870,1934 Act,001-36212,RETAIL-APPAREL & ACCESSORY STORES [5600],NY,DE,500 FIFTH AVENUE,20TH FLOOR,10110
1579214,,949-226-5700,0001579214,SAN JUAN CAPISTRANO,"Emerald Expositions Events, Inc.",,,20130613,,19613512,1231,10-K,"Expo Event Holdco, Inc.",421775077,1934 Act,001-38076,"SERVICES-BUSINESS SERVICES, NEC [7389]",CA,DE,31910 DEL OBISPO STREET,SUITE 200,92675
1579241,,(317) 810-3700,0001579241,CARMEL,Allegion plc,,,,,19613407,1231,10-K,,981108930,1934 Act,001-35971,"SERVICES-DETECTIVE, GUARD & ARMORED CAR SERVICES [7381]",IN,L2,"C/O SCHLAGE LOCK COMPANY, LLC",11819 N. PENNSYLVANIA STREET,46032
1579252,,414-277-9300,0001579252,MILWAUKEE,"Jason Industries, Inc.",,,20130613,,19818721,1231,10-K/A,Quinpario Acquisition Corp.,462888322,1934 Act,001-36051,MISCELLANEOUS MANUFACTURING INDUSTRIES [3990],WI,DE,833 EAST MICHIGAN STREET,SUITE 900,53202
1579298,,6093877800,0001579298,BURLINGTON,"Burlington Stores, Inc.",,,20130613,,19695014,0201,10-K,"Burlington Holdings, Inc.",800895227,1934 Act,001-36107,RETAIL-DEPARTMENT STORES [5311],NJ,DE,1830 ROUTE 130 NORTH,,08016
1579306,,2126483063,0001579306,NEW YORK,J.P. Morgan Chase Commercial Mortgage Securities Trust 2013-C13,,,,,19698652,1231,10-K,,,1934 Act,333-165147-09,ASSET-BACKED SECURITIES [6189],NY,DE,60 WALL STREET,TWO INTERNATIONAL PLACE 5TH FLOOR,10260-0066
1579412,,215-495-1150,0001579412,PHILADELPHIA,FS Investment Corp III,,,,,19764292,1231,10-K/A,,900994912,1934 Act,814-01047,,PA,MD,201 ROUSE BOULEVARD,,19112
1579428,,(212) 332-3241,0001579428,NEW YORK,"Axsome Therapeutics, Inc.",,,,,19682656,1231,10-K,,454241907,1934 Act,001-37635,PHARMACEUTICAL PREPARATIONS [2834],NY,DE,"25 BROADWAY, 9TH FLOOR",,10004
1579445,,3135561240,0000893958,DETROIT,CAPITAL AUTO RECEIVABLES LLC,,,19921109,,17712739,1231,10-K,CAPITAL AUTO RECEIVABLES INC,383082892,1934 Act,033-49169,ASSET-BACKED SECURITIES [6189],MI,DE,MAIL CODE 482-B08-C24,200 RENAISSANCE CENTER,48265-2000
1579471,,480-362-9760,0001579471,SCOTTSDALE,Colony Starwood Homes,,,20130617,,17647566,1231,10-K,"Starwood Residential Properties, Inc.",806260391,1934 Act,001-36163,REAL ESTATE INVESTMENT TRUSTS [6798],AZ,MD,8665 EAST HARTFORD DRIVE,,85255
1579534,,480-221-3805,0001579534,GILBERT,Corvus Technologies Corp.,,,20130618,,15834335,1231,10-K,Canyonwalk Acquisition Corp,463461117,1934 Act,000-54978,BLANK CHECKS [6770],AZ,,115 NORTH POINCIANA ROAD,,85234
1579541,,323-978-0870,0001579541,ANAHEIM,"ORIENTAL MAGIC SOUP, INC.",,,20130618,,161801518,0430,10-K,Dinamo Corp,331227831,1934 Act,000-55458,MISCELLANEOUS MANUFACTURING INDUSTRIES [3990],CA,NV,"700 N. VALLEY STREET, SUITE B#14917",,92801
1579546,,011 84 914 540795,0001579546,"PHAN THIET CITY, BINH THUAN PR",Delverton Resorts International Inc.,,,20130618,,14729376,1231,10-K,Creekwalk Acquisition Corp,463481302,1934 Act,000-54979,BLANK CHECKS [6770],Q1,DE,A14 LE QUY DON STREET,,0000
1579684,,(212) 479-3160,0001579684,NEW YORK,New Media Investment Group Inc.,,,,,19639248,,10-K,,000000000,1934 Act,001-36097,NEWSPAPERS:  PUBLISHING OR PUBLISHING & PRINTING [2711],NY,,1345 AVENUE OF THE AMERICAS,,10105
1579717,,718-344-0866,0001579717,BROOKLYN,Perk International Inc.,,,,,141092898,0531,10-K,,462622704,1934 Act,333-189540,SERVICES-ADVERTISING AGENCIES [7311],NY,NV,2470 EAST 16TH STREET,,11235
1579823,,303-289-8655,0001579823,DENVER,New Age Beverages Corp,,,20130620,,19720750,1231,10-K,"American Brewing Company, Inc.",272432263,1934 Act,001-38014,MALT BEVERAGES [2082],CO,WA,1700 EAST,68TH AVENUE,80229
1579877,,212-297-6400,0001579877,NEW YORK,OUTFRONT Media Inc.,,,20130621,,19638043,1231,10-K,CBS OUTDOOR AMERICAS INC.,000000000,1934 Act,001-36367,REAL ESTATE INVESTMENT TRUSTS [6798],NY,MD,405 LEXINGTON AVENUE,17TH FLOOR,10174
1579910,,(805) 308-9803,0001579910,GOLETA,Resonant Inc,,,,,19681734,1231,10-K,,454320930,1934 Act,001-36467,SEMICONDUCTORS & RELATED DEVICES [3674],CA,DE,175 CREMONA DRIVE,SUITE 200,93117
1580013,,7043832556,0001580013,CHARLOTTE,Wells Fargo Commercial Mortgage Trust 2013-LC12,,,,,19697771,1231,10-K,,,1934 Act,333-172366-08,ASSET-BACKED SECURITIES [6189],NC,NC,301 SOUTH COLLEGE STREET,,28228-0166
1580095,,(360) 303-9500,0001580095,POINT ROBERTS,Black Rock Petroleum Co,,,,,181066096,0430,10-K/A,,462675498,1934 Act,000-55281,DRILLING OIL & GAS WELLS [1381],WA,NV,1361 PELTIER DRIVE,,98281
1580149,,310-444-4300,0001580149,LOS ANGELES,BIOVIE INC.,,,20130625,,191119372,0630,10-K,"NANOANTIBIOTICS, INC.",462510769,1934 Act,001-39015,PHARMACEUTICAL PREPARATIONS [2834],CA,NV,2120 COLORADO AVE.,SUITE 230,90404
1580156,,617-351-5000,0001580156,BOSTON,Houghton Mifflin Harcourt Co,,,20130626,,19640339,1231,10-K,"HMH Holdings (Delaware), Inc.",271566372,1934 Act,001-36166,BOOKS: PUBLISHING OR PUBLISHING AND PRINTING [2731],MA,DE,125 HIGH STREET,,02110
1580167,,855-286-7866,0001580167,STAMFORD,AccuShares Trust I,,,20130626,,161493704,1231,10-K,AccuShares Commodities Trust I,000000000,1934 Act,001-36890,"INVESTORS, NEC [6799]",CT,DE,C/O ACCUSHARES INVESTMENT MANAGEMENT LLC,300 FIRST STAMFORD PLACE 4TH FLOOR EAST,06902
1580185,,(484) 434-2300,0001580185,RADNOR,J.G. Wentworth Co,,,20130626,,18731335,1231,10-K,Wentworth Financial Holdings Inc.,463037859,1934 Act,001-36170,FINANCE SERVICES [6199],PA,DE,201 KING OF PRUSSIA ROAD,SUITE 501,19087-5148
1580262,,(424) 259-3521,0001580262,CARROLLTON,"Right On Brands, Inc.",,,20130627,,19985419,0331,10-K/A,"HealthTalk Live, Inc.",451994478,1934 Act,000-55704,SERVICES-COMPUTER PROCESSING & DATA PREPARATION [7374],TX,NV,3235 SKYLANE DRIVE #127,,75006
1580264,,1-800-470-9216,0001580264,AVENTURA,Mobile Lads Corp,,,,,171089570,0430,10-K,,421774611,1934 Act,333-189723,SERVICES-ADVERTISING [7310],FL,NV,"3370 NE 190TH STREET, SUITE 3815",,33180
1580297,,347-674-5560,0001580297,BIROBIDJAN,Ovation Research Inc.,,,,,14987672,0531,10-K,,900925760,1934 Act,333-189762,"RETAIL-HOME FURNITURE, FURNISHINGS & EQUIPMENT STORES [5700]",1Z,NV,15 MILLER STREET,SUITE 2,679016
1580345,,(650) 854-2090,0001580345,MENLO PARK,TriplePoint Venture Growth BDC Corp.,,,,,19663422,1231,10-K,,463082016,1934 Act,814-01044,,CA,MD,2755 SAND HILL ROAD,SUITE 150,94025
1580426,,720-206-4411,0001580426,ENGLEWOOD,DMC Beverage Corp.,,,,,15781619,1231,10-K/A,,010638346,1934 Act,000-55211,"CANNED, FRUITS, VEG & PRESERVES, JAMS & JELLIES [2033]",CO,DE,7000 S. YOSEMITE STREET,SUITE 290B,80112
1580443,,415-713-6957,0001580443,SAN FRANCISCO,ALPINE 1 Inc.,,,,,14571045,1231,10-K,,463015972,1934 Act,000-54993,BLANK CHECKS [6770],CA,DE,460 BRANNAN STREET SUITE 78064,,94107
1580485,,1-888-827-3451,0001580485,HUNTINGTON BEACH,"Nodechain, Inc.",,,20130701,,18739493,1231,10-K,ALPINE 2 Inc.,463021464,1934 Act,000-54994,BLANK CHECKS [6770],CA,DE,5445 OCEANUS DRIVE,STE 102,92649
1580490,,949-442-7565,0001580490,IRVINE,I-ON Digital Corp.,,,20140421,,19751758,1231,10-K,"Evans Brewing Company, Inc.",463031328,1934 Act,000-54995,MALT BEVERAGES [2082],CA,DE,2000 MAIN STREET,,92614
1580579,,214-237-3530,0001383094,DALLAS,SANTANDER DRIVE AUTO RECEIVABLES LLC,,,20061208,,17727103,1231,10-K,DRIVE AUTO RECEIVABLES LLC,204382941,1934 Act,333-139609,ASSET-BACKED SECURITIES [6189],TX,DE,8585 NORTH STEMMONS FREEWAY,SUITE 1100-N,75247
1580608,,214-634-1110,0001580608,DALLAS,Santander Consumer USA Holdings Inc.,,,,,19631441,1231,10-K,,320414408,1934 Act,001-36270,PERSONAL CREDIT INSTITUTIONS [6141],TX,DE,1601 ELM ST.,SUITE 800,75201
1580670,,(281) 362-8998,0001580670,THE WOODLANDS,"LGI Homes, Inc.",,,,,19634476,1231,10-K,,463088013,1934 Act,001-36126,OPERATIVE BUILDERS [1531],TX,DE,"1450 LAKE ROBBINS DRIVE, SUITE 430",,77380
1580673,,9494176500,0001580673,NEWPORT BEACH,"KBS Strategic Opportunity REIT II, Inc.",,,,,19670172,1231,10-K,,462822978,1934 Act,000-55424,REAL ESTATE INVESTMENT TRUSTS [6798],CA,MD,800 NEWPORT CENTER DRIVE,SUITE 700,92660
1580676,,650-697-3800,0001580676,MILLBRAE,"LF George Holdings, Inc.",,,,,15704805,1231,10-K/A,,451626074,1934 Act,000-55374,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS) [6531],CA,DE,159 EL CAMINO REAL,,94030
1580808,,(408) 325-8668,0001580808,SAN JOSE,"A10 Networks, Inc.",,,,,19768562,1231,10-K/A,,201446869,1934 Act,001-36343,COMPUTER COMMUNICATIONS EQUIPMENT [3576],CA,DE,3 WEST PLUMERIA DRIVE,,95134
1580836,,00852-3996 0908,0001580836,HEILONGJIANG PROVINVE,Lvyuan Green Building Material Technology Corp.,,,20130705,,19978695,0430,10-K,Green Supplements Online Inc,331227348,1934 Act,000-55262,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS [2833],F4,NV,"ROOM 1216, BUILDING 3, INCUBATOR MANSION","DAQING CITY,",NONE
1580883,,949-709-0583,0001580883,RANCHO SANTA MARGARITA,"SweeGen, Inc.",,,20130705,,171142927,0630,10-K/A,ACEWAY CORP.,800910515,1934 Act,333-190547,INDUSTRIAL ORGANIC CHEMICALS [2860],CA,NV,30321 ESPERANZA AVE,,92688
1580891,,6179517690,0001580891,BOSTON,COMM 2013-CCRE10 Mortgage Trust,,,,,19696611,1231,10-K,,,1934 Act,333-184376-06,ASSET-BACKED SECURITIES [6189],MA,DE,ONE INTERNATIONAL PLACE,ROOM 608,02110
1580905,,614-221-3399,0001580905,COLUMBUS,"Installed Building Products, Inc.",,,,,19644830,1231,10-K,,453707650,1934 Act,001-36307,GEN BUILDING CONTRACTORS - RESIDENTIAL BUILDINGS [1520],OH,DE,"495 SOUTH HIGH STREET, SUITE 50",,43215
1580988,,602-778-8700,0001580988,PHOENIX,"Cole Credit Property Trust V, Inc.",,,,,19706407,1231,10-K,,461958593,1934 Act,000-55437,REAL ESTATE INVESTMENT TRUSTS [6798],AZ,MD,"2325 EAST CAMELBACK ROAD, STE 1100",,85016
1581068,,212-869-3000,0001630031,NEW YORK,Brixmor Operating Partnership LP,,,,,19585528,1231,10-K,,800831163,1934 Act,333-201464-01,REAL ESTATE INVESTMENT TRUSTS [6798],NY,DE,420 LEXINGTON AVENUE,,10170
1581076,,3109722511,0001581076,TORRANCE,Honda Auto Receivables 2013-3 Owner Trust,,,,,161715163,0331,10-K,,,1934 Act,333-183223-04,ASSET-BACKED SECURITIES [6189],CA,DE,20800 MADRONA AVE,C/O AMERICAN HONDA RECEIVABLES LLC,90503
1581091,,(303)770-5531,0001581091,DENVER,"RE/MAX Holdings, Inc.",,,,,19626749,1231,10-K,,800937145,1934 Act,001-36101,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS) [6531],CO,CO,5075 SOUTH SYRACUSE STREET,,80237
1581094,,37369231658,0001581094,CHISINAU,ILoadApp,,,,,141159841,0531,10-K,,462895756,1934 Act,000-55245,SERVICES-PREPACKAGED SOFTWARE [7372],1S,NV,190/1 ALBA IULIA STR.,,MD2091
1581164,,(980) 345-1600,0001507563,CHARLOTTE,"ESH Hospitality, Inc.",,,20101210,,19638742,1231,10-K,ESH Hospitality LLC,000000000,1934 Act,001-36191,HOTELS & MOTELS [7011],NC,DE,11525 N. COMMUNITY HOUSE ROAD,SUITE 100,28277
1581220,,(202) 595-1299,0001581220,WASHINGTON DC,Xalles Holdings Inc.,,,20130711,,161715288,1231,10-K/A,"STELLA BLU, INC",800524316,1934 Act,333-190215,PATENT OWNERS & LESSORS [6794],X1,,"2020 PENNSYLVANIA AVE. NW, #527",,20006
1581223,,7182554700,0001581223,"ROAD TOWN, TORTOLA","Mullan Agritech, Inc.",,,20130711,,15729327,1231,10-K,CHINA THERMATECH,000000000,1934 Act,000-55007,BLANK CHECKS [6770],D8,D8,P.O. BOX 4389,,00000
1581280,,800-719-0671,0001581280,SAN FRANCISCO,Twist Bioscience Corp,,,,,181246435,0930,10-K,,462058888,1934 Act,001-38720,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES) [2836],CA,DE,"455 MISSION BAY BOULEVARD SOUTH, SUITE 5",,94158
1581312,,214-365-3099,0001581312,DALLAS,"Core Resource Management, Inc.",,,,,161326155,1231,10-K,,462029981,1934 Act,000-55010,OIL AND GAS FIELD EXPLORATION SERVICES [1382],TX,NV,"12720 HILLCREST ROAD, SUITE 750",,75230
1581316,,3035393000,0001581316,LITTLETON,COLORADO INCOME HOLDINGS INC,,,,,141166369,0630,10-K/A,,462856085,1934 Act,333-190083,SHORT-TERM BUSINESS CREDIT INSTITUTIONS [6153],CO,CO,7899 S LINCOLN CRT #205,,80122
1581374,,(416) 866-3672,0000009631,TORONTO,BANK OF NOVA SCOTIA,,,19970702,,19547672,1031,10-K,BANK OF NOVA SCOTIA /,134941099,1934 Act,002-09048,STATE COMMERCIAL BANKS [6022],A6,Z4,44 KING STREET WEST,SCOTIA PLAZA 8TH FL.,M5H 1H1
