,source,target,relation,sentence
12,WILLIAMS CONTROLS INC,Company,customers,"His experience  has enabled the Company to expand from a domestic supplier to the leading  global supplier in the markets in which the Company operates serving  customers worldwide from the Company’s facilities in the United States,  China, India and Europe; 52 • With regard  to Mr. Goodson, the Board of Directors considered his strong management and  operational background, including as chief executive officer of a major  domestic truck manufacturer and other senior management positions with other  truck and automotive suppliers."
14,WILLIAMS CONTROLS INC,Company’s,customers,"His experience  has enabled the Company to expand from a domestic supplier to the leading  global supplier in the markets in which the Company operates serving  customers worldwide from the Company’s facilities in the United States,  China, India and Europe; 52 • With regard  to Mr. Goodson, the Board of Directors considered his strong management and  operational background, including as chief executive officer of a major  domestic truck manufacturer and other senior management positions with other  truck and automotive suppliers."
15,WILLIAMS CONTROLS INC,the Board of Directors,customers,"His experience  has enabled the Company to expand from a domestic supplier to the leading  global supplier in the markets in which the Company operates serving  customers worldwide from the Company’s facilities in the United States,  China, India and Europe; 52 • With regard  to Mr. Goodson, the Board of Directors considered his strong management and  operational background, including as chief executive officer of a major  domestic truck manufacturer and other senior management positions with other  truck and automotive suppliers."
0,WILLIAMS CONTROLS INC,NAFTA,Sells to,"Net sales to NAFTA truck customers increased 23% when compared to fiscal 2011, primarily due to general improvements in the economic environment and freight hauling industry."
0,GENTHERM Inc,CCS,Supply,We also directly supply CCS products to aftermarket seat distributors and installers.
1,GENTHERM Inc,Revenues The Company,Supply,Automotive Revenues The Company provides production parts to its customers under long-term supply agreements (
0,GENTHERM Inc,MaximumMember,customers,TechnologyEquipmentMember srt:MaximumMember 2019-01-01 2019-12-31 0000903129 us-gaap:CustomerRelationshipsMember srt:MinimumMember 2019-01-01 2019-12-31
1,GENTHERM Inc,MinimumMember,customers,TechnologyEquipmentMember srt:MaximumMember 2019-01-01 2019-12-31 0000903129 us-gaap:CustomerRelationshipsMember srt:MinimumMember 2019-01-01 2019-12-31
2,GENTHERM Inc,MaximumMember,customers,CustomerRelationshipsMember srt:MaximumMember 2019-01-01 2019-12-31 0000903129 us-gaap:TechnologyBasedIntangibleAssetsMember
3,GENTHERM Inc,CCS,customers,"By offering different models of the CCS product, our customers have the opportunity to purchase a wider range of climate control products at different price points."
4,GENTHERM Inc,Bosch Automotive,customers,"For 2019, our revenues from sales to our three largest customers, Lear, Adient and Bosch Automotive were $156.9 million, $145.8 million, and $67.2 million, respectively, representing 16%, 15%, and 7% of our product revenues, respectively."
5,GENTHERM Inc,OEMS,customers,"We are dependent on the continued growth, viability and financial stability of our customers, as well as the OEMS to which our products are supplied."
6,GENTHERM Inc,General Motors,customers,"Similarly, if one or more of our direct customers or an OEM were to experience a work stoppage, such as what occurred during the General Motors labor strike occurring in fall 2019, our customer would likely halt or limit purchases of our products, which could result in the temporary shutdown of the related Gentherm production facilities or other restructuring initiatives."
7,GENTHERM Inc,Gentherm,customers,"Similarly, if one or more of our direct customers or an OEM were to experience a work stoppage, such as what occurred during the General Motors labor strike occurring in fall 2019, our customer would likely halt or limit purchases of our products, which could result in the temporary shutdown of the related Gentherm production facilities or other restructuring initiatives."
8,GENTHERM Inc,Euro,customers,"• different and complex local laws and regulations and enforcement thereof, including those relating to governance, taxes, litigation, anti-corruption, employment, employee benefits, environmental, competition, permitting, investment, product regulations, repatriation, and export/import restrictions or requirements, such as the recently implemented revised emissions test procedure in Europe referred to as the Worldwide Harmonized Light Vehicles Test Procedure that has limited the production of certain vehicles as OEMs have struggled to meet the new requirements ; • increases in duties, tariffs and taxation on our products related to U.S. trade disputes; trade restrictions and potential trade wars, including limitation on imports or exports of components or assembled products, unilaterally or bilaterally; • exposure to infectious disease and epidemics, including the effects on our business operations, and those of our customers and suppliers, in geographic locations impacted by an outbreak, such as the ongoing coronavirus outbreak that began in China; 14 • violence and civil unrest (including acts of terrorism, drug-cartel related and other forms of violence and outbreaks of war); • expropriation, nationalization or other protectionist activities; • currency exchange rate fluctuations and currency controls; in particular, a significant portion of our revenues and expenses are denominated in currencies other than the U.S. Dollar, including the Euro, the Chinese Renminbi, the Vietnamese Dong, the Hungarian Forint, the Macedonian Denar, the Ukrainian Hryvnia, and the Mexican Peso; • local business and cultural factors that differ from our customary standards and practices, including business practices that we are prohibited from engaging in due to anti-corruption laws and regulations; and • ineffective legal protection of our intellectual property rights in certain countries."
9,GENTHERM Inc,the Hungarian Forint,customers,"• different and complex local laws and regulations and enforcement thereof, including those relating to governance, taxes, litigation, anti-corruption, employment, employee benefits, environmental, competition, permitting, investment, product regulations, repatriation, and export/import restrictions or requirements, such as the recently implemented revised emissions test procedure in Europe referred to as the Worldwide Harmonized Light Vehicles Test Procedure that has limited the production of certain vehicles as OEMs have struggled to meet the new requirements ; • increases in duties, tariffs and taxation on our products related to U.S. trade disputes; trade restrictions and potential trade wars, including limitation on imports or exports of components or assembled products, unilaterally or bilaterally; • exposure to infectious disease and epidemics, including the effects on our business operations, and those of our customers and suppliers, in geographic locations impacted by an outbreak, such as the ongoing coronavirus outbreak that began in China; 14 • violence and civil unrest (including acts of terrorism, drug-cartel related and other forms of violence and outbreaks of war); • expropriation, nationalization or other protectionist activities; • currency exchange rate fluctuations and currency controls; in particular, a significant portion of our revenues and expenses are denominated in currencies other than the U.S. Dollar, including the Euro, the Chinese Renminbi, the Vietnamese Dong, the Hungarian Forint, the Macedonian Denar, the Ukrainian Hryvnia, and the Mexican Peso; • local business and cultural factors that differ from our customary standards and practices, including business practices that we are prohibited from engaging in due to anti-corruption laws and regulations; and • ineffective legal protection of our intellectual property rights in certain countries."
10,GENTHERM Inc,the Ukrainian Hryvnia,customers,"• different and complex local laws and regulations and enforcement thereof, including those relating to governance, taxes, litigation, anti-corruption, employment, employee benefits, environmental, competition, permitting, investment, product regulations, repatriation, and export/import restrictions or requirements, such as the recently implemented revised emissions test procedure in Europe referred to as the Worldwide Harmonized Light Vehicles Test Procedure that has limited the production of certain vehicles as OEMs have struggled to meet the new requirements ; • increases in duties, tariffs and taxation on our products related to U.S. trade disputes; trade restrictions and potential trade wars, including limitation on imports or exports of components or assembled products, unilaterally or bilaterally; • exposure to infectious disease and epidemics, including the effects on our business operations, and those of our customers and suppliers, in geographic locations impacted by an outbreak, such as the ongoing coronavirus outbreak that began in China; 14 • violence and civil unrest (including acts of terrorism, drug-cartel related and other forms of violence and outbreaks of war); • expropriation, nationalization or other protectionist activities; • currency exchange rate fluctuations and currency controls; in particular, a significant portion of our revenues and expenses are denominated in currencies other than the U.S. Dollar, including the Euro, the Chinese Renminbi, the Vietnamese Dong, the Hungarian Forint, the Macedonian Denar, the Ukrainian Hryvnia, and the Mexican Peso; • local business and cultural factors that differ from our customary standards and practices, including business practices that we are prohibited from engaging in due to anti-corruption laws and regulations; and • ineffective legal protection of our intellectual property rights in certain countries."
11,GENTHERM Inc,the Mexican Peso,customers,"• different and complex local laws and regulations and enforcement thereof, including those relating to governance, taxes, litigation, anti-corruption, employment, employee benefits, environmental, competition, permitting, investment, product regulations, repatriation, and export/import restrictions or requirements, such as the recently implemented revised emissions test procedure in Europe referred to as the Worldwide Harmonized Light Vehicles Test Procedure that has limited the production of certain vehicles as OEMs have struggled to meet the new requirements ; • increases in duties, tariffs and taxation on our products related to U.S. trade disputes; trade restrictions and potential trade wars, including limitation on imports or exports of components or assembled products, unilaterally or bilaterally; • exposure to infectious disease and epidemics, including the effects on our business operations, and those of our customers and suppliers, in geographic locations impacted by an outbreak, such as the ongoing coronavirus outbreak that began in China; 14 • violence and civil unrest (including acts of terrorism, drug-cartel related and other forms of violence and outbreaks of war); • expropriation, nationalization or other protectionist activities; • currency exchange rate fluctuations and currency controls; in particular, a significant portion of our revenues and expenses are denominated in currencies other than the U.S. Dollar, including the Euro, the Chinese Renminbi, the Vietnamese Dong, the Hungarian Forint, the Macedonian Denar, the Ukrainian Hryvnia, and the Mexican Peso; • local business and cultural factors that differ from our customary standards and practices, including business practices that we are prohibited from engaging in due to anti-corruption laws and regulations; and • ineffective legal protection of our intellectual property rights in certain countries."
12,GENTHERM Inc,Germany Customer Service Center and Research and Development,customers,"1/31/2022 Gentherm GmbH Odelzhausen, Germany Customer Service Center and Research and Development Automotive 170,600 Owned $ — —"
13,GENTHERM Inc,CSZ-IC,customers,"/Other above is primarily attributable to the divestitures of CSZ-IC on February 1, 2019 and GPT on October 1, 2019, the acquisition of Stihler on April 1, 2019, as well as decreases in customer pricing."
14,GENTHERM Inc,GPT,customers,"/Other above is primarily attributable to the divestitures of CSZ-IC on February 1, 2019 and GPT on October 1, 2019, the acquisition of Stihler on April 1, 2019, as well as decreases in customer pricing."
15,GENTHERM Inc,Stihler,customers,"/Other above is primarily attributable to the divestitures of CSZ-IC on February 1, 2019 and GPT on October 1, 2019, the acquisition of Stihler on April 1, 2019, as well as decreases in customer pricing."
16,GENTHERM Inc,Company,customers,"Taxes assessed by a governmental authority that are both imposed on and concurrent with a specific revenue-producing transaction, that are collected by the Company from a customer, are excluded from revenue."
17,GENTHERM Inc,Revenues The Company,customers,Automotive Revenues The Company provides production parts to its customers under long-term supply agreements (
18,GENTHERM Inc,LTA,customers,"The duration of an LTA is generally consistent with the life cycle of a vehicle, however, an LTA does not reach the level of a performance obligation until Gentherm receives either a purchase order and/or a materials release from the customer for a specific number of parts at a specified price, at which point an enforceable contract exists."
20,GENTHERM Inc,LTA,customers,"Revenue from options containing a material right is recognized when the amounts billed by the customer for production parts transferred, under the LTA, is less than the standalone selling price of those production parts."
21,GENTHERM Inc,GPT,customers,GPT and CSZ-IC customers commonly entered into multiple-element agreements for the purchase of products and services.
22,GENTHERM Inc,CSZ-IC,customers,GPT and CSZ-IC customers commonly entered into multiple-element agreements for the purchase of products and services.
23,GENTHERM Inc,GPT,customers,GPT and CSZ-IC often required milestone payments for contracts to provide environmental test chambers or remote power systems to customers.
24,GENTHERM Inc,CSZ-IC,customers,GPT and CSZ-IC often required milestone payments for contracts to provide environmental test chambers or remote power systems to customers.
25,GENTHERM Inc,Company,customers,"Using historical information available to the Company, including claims already filed by customers, the warranty accrual is adjusted quarterly to reflect management’s best estimate of future claims."
26,GENTHERM Inc,Company,customers,"Accordingly, the Company continues to take actions with its customers and suppliers to mitigate the impact of these inflationary pressures in the future."
27,GENTHERM Inc,Company,customers,"Taxes assessed by a governmental authority that are both imposed on and concurrent with a specific revenue-producing transaction, that are collected by the Company from a customer, are excluded from product revenues."
29,GENTHERM Inc,LTA,customers,"The duration of an LTA is generally consistent with the life cycle of a vehicle; however, an LTA does not reach the level of a performance obligation until Gentherm receives either a purchase order and/or a materials release from the customer for a specific number of production parts at a specified price, at which point an enforceable contract exists."
36,GENTHERM Inc,Company,customers,The Company does not require collateral from its customers.
38,GENTHERM Inc,Company,customers,"In some cases, the Company enters into contracts with its customers whereby the Company incurs the costs to design, develop and purchase tooling and is then reimbursed by the customer under a reimbursement contract."
40,GENTHERM Inc,ASU,customers,ASU 2018-15 requires implementation costs incurred by customers in cloud computing arrangements to be deferred and recognized over the term of the arrangement if those costs would be capitalized by the customer in a software licensing arrangement under the internal-use software guidance.
41,GENTHERM Inc,LTA,customers,"In the early periods of an LTA containing a material right, when payments collected from the customer are greater than the standalone selling price of the production parts, revenue associated with the material right is deferred."
42,GENTHERM Inc,Stihler,customers,"In connection with the acquisition of Stihler, the Company recorded intangible assets including customer relationships and technology of $ 3,420 and $ 538 , respectively.  "
43,GENTHERM Inc,Company,customers,"In connection with the acquisition of Stihler, the Company recorded intangible assets including customer relationships and technology of $ 3,420 and $ 538 , respectively.  "
44,GENTHERM Inc,Company,customers,"Using historical information available to the Company, including claims already filed by customers, the warranty accrual is adjusted quarterly to reflect management’s best estimate of future claims.  "
0,GENTHERM Inc,Bosch Automotive,Sells to,"For 2019, our revenues from sales to our three largest customers, Lear, Adient and Bosch Automotive were $156.9 million, $145.8 million, and $67.2 million, respectively, representing 16%, 15%, and 7% of our product revenues, respectively."
0,GENTHERM Inc,OEMS,dependent on,"We are dependent on the continued growth, viability and financial stability of our customers, as well as the OEMS to which our products are supplied."
1,GENTHERM Inc,FDA,dependent on,"We are dependent on receiving FDA and other governmental or third-party approvals prior to manufacturing, marketing and shipping any new medical products."
0,BORGWARNER INC,MaximumMember,Supply,MaximumMember us-gaap:BuildingMember 2019-01-01 2019-12-31 0000908255 bwa:JointVentureOneMember 2019-12-31 0000908255 srt:MinimumMember 2019-01-01 2019-12-31 0000908255 srt:MaximumMember 2019-01-01 2019-12-31 0000908255 srt:MinimumMember bwa:LongTermSupplyArrangementsMember 2019-01-01 2019-12-31 0000908255
1,BORGWARNER INC,BuildingMember,Supply,MaximumMember us-gaap:BuildingMember 2019-01-01 2019-12-31 0000908255 bwa:JointVentureOneMember 2019-12-31 0000908255 srt:MinimumMember 2019-01-01 2019-12-31 0000908255 srt:MaximumMember 2019-01-01 2019-12-31 0000908255 srt:MinimumMember bwa:LongTermSupplyArrangementsMember 2019-01-01 2019-12-31 0000908255
2,BORGWARNER INC,MinimumMember,Supply,MaximumMember us-gaap:BuildingMember 2019-01-01 2019-12-31 0000908255 bwa:JointVentureOneMember 2019-12-31 0000908255 srt:MinimumMember 2019-01-01 2019-12-31 0000908255 srt:MaximumMember 2019-01-01 2019-12-31 0000908255 srt:MinimumMember bwa:LongTermSupplyArrangementsMember 2019-01-01 2019-12-31 0000908255
4,BORGWARNER INC,MinimumMember,Supply,MinimumMember us-gaap:MachineryAndEquipmentMember 2019-01-01 2019-12-31 0000908255 srt:MaximumMember bwa:LongTermSupplyArrangementsMember 2019-01-01 2019-12-31 0000908255
5,BORGWARNER INC,the Securities and Exchange Commission,Supply,"These risks and uncertainties, among others, include: our dependence on automotive and truck production, both of which are highly cyclical; our reliance on major OEM customers; commodities availability and pricing; supply disruptions; fluctuations in interest rates and foreign currency exchange rates;  availability of credit; our dependence on key management; our dependence on information systems; the uncertainty of the global economic environment; the outcome of existing or any future legal proceedings, including litigation with respect to various claims; future changes in laws and regulations, including, by way of example, tariffs, in the countries in which we operate; and the other risks noted under Item 1A, “Risk Factors,” and in other reports that we file with the Securities and Exchange Commission.  "
6,BORGWARNER INC,Company,Supply,"The Company's automotive products are generally sold directly to OEMs, substantially pursuant to negotiated annual contracts, long-term supply agreements or terms and conditions as may be modified by the parties."
7,BORGWARNER INC,Company,Supply,The Company uses a variety of tactics to limit the impact of supply shortages and inflationary pressures.
8,BORGWARNER INC,Company,Supply,"The Company's global procurement organization works to accelerate cost reductions, purchases from lower cost regions, optimize the supply base, mitigate risk and collaborate on its buying activities."
9,BORGWARNER INC,Company,Supply,Supply to several of these customers requires significant investment by the Company.
10,BORGWARNER INC,Company,Supply,"Although the Company may enter into long-term supply arrangements with its major customers, the prices and volumes are not fixed over the life of the arrangements, and a contract does not exist for purposes of applying Accounting Standards Codification (""ASC"")"
12,BORGWARNER INC,Engineering,Supply,"Pre-production costs related to long-term supply arrangements Engineering, research and development and other design and development costs for products sold on long-term supply arrangements are expensed as incurred unless the Company has a contractual guarantee for reimbursement from the customer."
13,BORGWARNER INC,Company,Supply,"Pre-production costs related to long-term supply arrangements Engineering, research and development and other design and development costs for products sold on long-term supply arrangements are expensed as incurred unless the Company has a contractual guarantee for reimbursement from the customer."
14,BORGWARNER INC,Company,Supply,"Costs for molds, dies and other tools used to make products sold on long-term supply arrangements for which the Company has title to the assets are capitalized in property, plant and equipment and amortized to cost of sales over the shorter of the term of the arrangement or over the estimated useful lives of the assets, typically three to five years .  "
15,BORGWARNER INC,Company,Supply,"Costs for molds, dies and other tools used to make products sold on long-term supply arrangements for which the Company has a contractual guarantee for lump sum reimbursement from the customer are capitalized in prepayments and other current assets."
16,BORGWARNER INC,Company,Supply,"Although the Company may enter into long-term supply arrangements with its major customers, the prices and volumes are not fixed over the life of the arrangements, and a contract does not exist for purposes of applying ASC Topic 606, ""Revenue from Contracts with Customers"" , until volumes are contractually known.  "
0,BORGWARNER INC,LandMember,customers,LandMember 2018-12-31 0000908255 us-gaap:ConstructionInProgressMember 2018-12-31 0000908255 us-gaap:MachineryAndEquipmentMember 2018-12-31 0000908255 us-gaap:MachineryAndEquipmentMember 2019-12-31 0000908255 us-gaap:LandMember 2019-12-31 0000908255 us-gaap:BuildingMember 2018-12-31 0000908255 bwa:EngineMember 2018-12-31 0000908255 bwa:DrivetrainMember 2018-12-31 0000908255 bwa:DrivetrainMember 2017-12-31 0000908255 bwa:EngineMember 2019-01-01 2019-12-31 0000908255 bwa:DrivetrainMember 2019-12-31 0000908255 bwa:EngineMember 2017-12-31 0000908255 bwa:DrivetrainMember 2019-01-01 2019-12-31 0000908255 bwa:EngineMember 2019-12-31 0000908255 bwa:DrivetrainMember 2018-01-01 2018-12-31 0000908255 bwa:EngineMember 2018-01-01 2018-12-31 0000908255 bwa:PatentedAndUnpatentedTechnologyMember 2018-12-31 0000908255 us-gaap:CustomerRelationshipsMember 2019-12-31 0000908255
2,BORGWARNER INC,BuildingMember,customers,LandMember 2018-12-31 0000908255 us-gaap:ConstructionInProgressMember 2018-12-31 0000908255 us-gaap:MachineryAndEquipmentMember 2018-12-31 0000908255 us-gaap:MachineryAndEquipmentMember 2019-12-31 0000908255 us-gaap:LandMember 2019-12-31 0000908255 us-gaap:BuildingMember 2018-12-31 0000908255 bwa:EngineMember 2018-12-31 0000908255 bwa:DrivetrainMember 2018-12-31 0000908255 bwa:DrivetrainMember 2017-12-31 0000908255 bwa:EngineMember 2019-01-01 2019-12-31 0000908255 bwa:DrivetrainMember 2019-12-31 0000908255 bwa:EngineMember 2017-12-31 0000908255 bwa:DrivetrainMember 2019-01-01 2019-12-31 0000908255 bwa:EngineMember 2019-12-31 0000908255 bwa:DrivetrainMember 2018-01-01 2018-12-31 0000908255 bwa:EngineMember 2018-01-01 2018-12-31 0000908255 bwa:PatentedAndUnpatentedTechnologyMember 2018-12-31 0000908255 us-gaap:CustomerRelationshipsMember 2019-12-31 0000908255
3,BORGWARNER INC,EngineMember,customers,LandMember 2018-12-31 0000908255 us-gaap:ConstructionInProgressMember 2018-12-31 0000908255 us-gaap:MachineryAndEquipmentMember 2018-12-31 0000908255 us-gaap:MachineryAndEquipmentMember 2019-12-31 0000908255 us-gaap:LandMember 2019-12-31 0000908255 us-gaap:BuildingMember 2018-12-31 0000908255 bwa:EngineMember 2018-12-31 0000908255 bwa:DrivetrainMember 2018-12-31 0000908255 bwa:DrivetrainMember 2017-12-31 0000908255 bwa:EngineMember 2019-01-01 2019-12-31 0000908255 bwa:DrivetrainMember 2019-12-31 0000908255 bwa:EngineMember 2017-12-31 0000908255 bwa:DrivetrainMember 2019-01-01 2019-12-31 0000908255 bwa:EngineMember 2019-12-31 0000908255 bwa:DrivetrainMember 2018-01-01 2018-12-31 0000908255 bwa:EngineMember 2018-01-01 2018-12-31 0000908255 bwa:PatentedAndUnpatentedTechnologyMember 2018-12-31 0000908255 us-gaap:CustomerRelationshipsMember 2019-12-31 0000908255
4,BORGWARNER INC,DrivetrainMember,customers,LandMember 2018-12-31 0000908255 us-gaap:ConstructionInProgressMember 2018-12-31 0000908255 us-gaap:MachineryAndEquipmentMember 2018-12-31 0000908255 us-gaap:MachineryAndEquipmentMember 2019-12-31 0000908255 us-gaap:LandMember 2019-12-31 0000908255 us-gaap:BuildingMember 2018-12-31 0000908255 bwa:EngineMember 2018-12-31 0000908255 bwa:DrivetrainMember 2018-12-31 0000908255 bwa:DrivetrainMember 2017-12-31 0000908255 bwa:EngineMember 2019-01-01 2019-12-31 0000908255 bwa:DrivetrainMember 2019-12-31 0000908255 bwa:EngineMember 2017-12-31 0000908255 bwa:DrivetrainMember 2019-01-01 2019-12-31 0000908255 bwa:EngineMember 2019-12-31 0000908255 bwa:DrivetrainMember 2018-01-01 2018-12-31 0000908255 bwa:EngineMember 2018-01-01 2018-12-31 0000908255 bwa:PatentedAndUnpatentedTechnologyMember 2018-12-31 0000908255 us-gaap:CustomerRelationshipsMember 2019-12-31 0000908255
12,BORGWARNER INC,the Securities and Exchange Commission,customers,"These risks and uncertainties, among others, include: our dependence on automotive and truck production, both of which are highly cyclical; our reliance on major OEM customers; commodities availability and pricing; supply disruptions; fluctuations in interest rates and foreign currency exchange rates;  availability of credit; our dependence on key management; our dependence on information systems; the uncertainty of the global economic environment; the outcome of existing or any future legal proceedings, including litigation with respect to various claims; future changes in laws and regulations, including, by way of example, tariffs, in the countries in which we operate; and the other risks noted under Item 1A, “Risk Factors,” and in other reports that we file with the Securities and Exchange Commission.  "
13,BORGWARNER INC,Company,customers,"The Company operates manufacturing facilities serving customers in Europe, the Americas and Asia and is an original equipment supplier to every major automotive OEM in the world."
14,BORGWARNER INC,Company,customers,"The Company sells new starters, alternators and hybrid electric motors to OEMs globally for factory installation on new vehicles, and remanufactured and new starters and alternators to heavy duty aftermarket customers outside of Europe and to OEMs for original equipment service."
15,BORGWARNER INC,"Sevcon, Inc.",customers,"In 2017, the Company acquired Sevcon, Inc. (""Sevcon""), a global provider of electrification technologies, serving customers in the U.S., U.K., France, Germany, Italy, China and the Asia Pacific region."
16,BORGWARNER INC,Product Lines,customers,Product Lines and Customers
17,BORGWARNER INC,Company’s,customers,The Company’s worldwide net sales to the following customers (including their subsidiaries) were approximately as follows:
18,BORGWARNER INC,Ford,customers,"Year Ended December 31, Customer 2019 2018 2017 Ford 15 % 14 % 15 % Volkswagen 11 % 12 % 13 %"
19,BORGWARNER INC,Volkswagen,customers,"Year Ended December 31, Customer 2019 2018 2017 Ford 15 % 14 % 15 % Volkswagen 11 % 12 % 13 %"
20,BORGWARNER INC,Company,customers,The Company believes its commitment to R&D will allow it to continue to obtain new orders from its OEM customers.
21,BORGWARNER INC,OEM,customers,The Company believes its commitment to R&D will allow it to continue to obtain new orders from its OEM customers.
22,BORGWARNER INC,Company,customers,"In addition, a number of the Company's major OEM customers manufacture, for their own use and for others, products that compete with the Company's products."
23,BORGWARNER INC,OEM,customers,"In addition, a number of the Company's major OEM customers manufacture, for their own use and for others, products that compete with the Company's products."
25,BORGWARNER INC,OEM,customers,Other current OEM customers could elect to manufacture products to meet their own requirements or to compete with the Company.
26,BORGWARNER INC,Company,customers,Other current OEM customers could elect to manufacture products to meet their own requirements or to compete with the Company.
27,BORGWARNER INC,Company,customers,"In addition, the Company uses long-term contracts, cost sharing arrangements, design changes, customer buy programs and limited financial instruments to help control costs."
28,BORGWARNER INC,OEM,customers,"Although OEMs have indicated that they will continue to rely on outside suppliers, a number of our major OEM customers manufacture products for their own uses that directly compete with our products."
29,BORGWARNER INC,Company,customers,"These consequences could cause significant damage to our reputation, affect our relationships with our customers and suppliers, lead to claims against the Company and ultimately adversely affect our business."
30,BORGWARNER INC,Company,customers,Supply to several of these customers requires significant investment by the Company.
31,BORGWARNER INC,Ford,customers,"All three of our primary North American customers, Ford, Fiat Chrysler Automobiles, and General Motors, have major union contracts with the United Automobile, Aerospace and Agricultural Implement Workers of America."
32,BORGWARNER INC,Fiat,customers,"All three of our primary North American customers, Ford, Fiat Chrysler Automobiles, and General Motors, have major union contracts with the United Automobile, Aerospace and Agricultural Implement Workers of America."
33,BORGWARNER INC,General Motors,customers,"All three of our primary North American customers, Ford, Fiat Chrysler Automobiles, and General Motors, have major union contracts with the United Automobile, Aerospace and Agricultural Implement Workers of America."
34,BORGWARNER INC,"the United Automobile, Aerospace and Agricultural Implement Workers of America",customers,"All three of our primary North American customers, Ford, Fiat Chrysler Automobiles, and General Motors, have major union contracts with the United Automobile, Aerospace and Agricultural Implement Workers of America."
36,BORGWARNER INC,Company,customers,"Although the Company may enter into long-term supply arrangements with its major customers, the prices and volumes are not fixed over the life of the arrangements, and a contract does not exist for purposes of applying Accounting Standards Codification (""ASC"")"
37,BORGWARNER INC,Company,customers,"The Company recognizes a reduction to revenue as products that the upfront payments are related to are transferred to the customer, based on the total amount of products expected to be sold over the term of the arrangement (generally 3 to 7 years)."
38,BORGWARNER INC,LRP,customers,The annual budget and LRP includes a five-year projection of future cash flows based on actual new products and customer commitments and assumes the last year of the LRP data is a fair indication of the future performance.
43,BORGWARNER INC,Engineering,customers,"Pre-production costs related to long-term supply arrangements Engineering, research and development and other design and development costs for products sold on long-term supply arrangements are expensed as incurred unless the Company has a contractual guarantee for reimbursement from the customer."
44,BORGWARNER INC,Company,customers,"Pre-production costs related to long-term supply arrangements Engineering, research and development and other design and development costs for products sold on long-term supply arrangements are expensed as incurred unless the Company has a contractual guarantee for reimbursement from the customer."
45,BORGWARNER INC,Company,customers,"Costs for molds, dies and other tools used to make products sold on long-term supply arrangements for which the Company has a contractual guarantee for lump sum reimbursement from the customer are capitalized in prepayments and other current assets."
46,BORGWARNER INC,Company,customers,"The Company has numerous other loss exposures, such as customer claims, workers' compensation claims, litigation and recoverability of assets."
47,BORGWARNER INC,Company,customers,"Although the Company may enter into long-term supply arrangements with its major customers, the prices and volumes are not fixed over the life of the arrangements, and a contract does not exist for purposes of applying ASC Topic 606, ""Revenue from Contracts with Customers"" , until volumes are contractually known.  "
48,BORGWARNER INC,Company,customers,The Company has a limited number of arrangements with customers where the price paid by the customer is dependent on the volume of product purchased over the term of the arrangement.  
49,BORGWARNER INC,Company,customers,"In other limited arrangements, the Company will provide a rebate to customers based on the volume of products purchased during the course of the arrangement.  "
50,BORGWARNER INC,Company,customers,"When the Company determines that the payments are incremental and incurred only if the new business is obtained and expects to recover these amounts from the customer over the term of the new business arrangement, the Company capitalizes these amounts."
51,BORGWARNER INC,Company,customers,The Company has contracts with several customers at the Company's various R&D locations.
53,BORGWARNER INC,Company,customers,None of the Company's R&D-related customer reimbursements under these contracts exceeded 5 % of net R&D expenditures in any of the periods presented.
56,BORGWARNER INC,Sevcon,customers,"Sevcon is a global provider of electrification technologies, serving customers in the U.S., U.K., France, Germany, Italy, China and the Asia-Pacific region."
57,BORGWARNER INC,Company,customers,"In connection with the acquisition, the Company capitalized $ 18 million for customer relationships, $ 49 million for developed technology and $ 4 million for the Sevcon trade name."
58,BORGWARNER INC,Sevcon,customers,"In connection with the acquisition, the Company capitalized $ 18 million for customer relationships, $ 49 million for developed technology and $ 4 million for the Sevcon trade name."
59,BORGWARNER INC,Company,customers,"During the year ended December 31, 2019, approximately 77 % of the Company's consolidated net sales were outside the United States (""U.S.""), attributing sales to the location of production rather than the location of the customer."
60,BORGWARNER INC,Major Customers Consolidated,customers,"Other foreign 486 476 427 152 151 158 Total $ 10,168 $ 10,530 $ 9,799 $ 2,934 $ 2,904 $ 2,864 Sales to Major Customers Consolidated net sales to Ford (including its subsidiaries) were approximately 15 % , 14 % , and 15 % for the years ended December 31, 2019, 2018 and 2017, respectively, and to Volkswagen (including its subsidiaries) were approximately 11 % , 12 % and 13 % for the years ended December 31, 2019, 2018 and 2017, respectively."
61,BORGWARNER INC,Ford,customers,"Other foreign 486 476 427 152 151 158 Total $ 10,168 $ 10,530 $ 9,799 $ 2,934 $ 2,904 $ 2,864 Sales to Major Customers Consolidated net sales to Ford (including its subsidiaries) were approximately 15 % , 14 % , and 15 % for the years ended December 31, 2019, 2018 and 2017, respectively, and to Volkswagen (including its subsidiaries) were approximately 11 % , 12 % and 13 % for the years ended December 31, 2019, 2018 and 2017, respectively."
62,BORGWARNER INC,Volkswagen,customers,"Other foreign 486 476 427 152 151 158 Total $ 10,168 $ 10,530 $ 9,799 $ 2,934 $ 2,904 $ 2,864 Sales to Major Customers Consolidated net sales to Ford (including its subsidiaries) were approximately 15 % , 14 % , and 15 % for the years ended December 31, 2019, 2018 and 2017, respectively, and to Volkswagen (including its subsidiaries) were approximately 11 % , 12 % and 13 % for the years ended December 31, 2019, 2018 and 2017, respectively."
0,BORGWARNER INC,Company’s,Sells to,The Company’s worldwide net sales to the following customers (including their subsidiaries) were approximately as follows:
